95	6	3	3	3	1	1	0	3	0	0	1	1	0	9	0	0	6	6	0	9	0	0	0	0	0	16
96	4	4	3	3	1	1	0	2	2	0	0	1	0	6	8	0	0	8	14	0	0	0	0	0	0	15
97	5	4	3	3	1	1	0	2	1	1	0	1	0	6	4	5	0	6	0	0	0	0	0	0	0	16
98	6	4	3	3	1	1	0	2	1	0	1	1	0	6	4	0	6	6	0	0	0	0	0	0	0	17
99	5	5	3	3	1	1	0	2	0	2	0	1	0	6	0	10	0	10	16	0	0	0	0	0	0	17
100	6	5	3	3	1	1	0	2	0	1	1	1	0	6	0	5	6	6	0	0	0	0	0	0	0	18
101	6	6	3	3	1	1	0	2	0	0	2	1	0	6	0	0	12	12	18	0	0	0	0	0	0	19
102	4	4	4	3	1	1	0	1	3	0	0	1	0	3	12	0	0	8	0	12	0	0	0	0	0	16
103	5	4	4	3	1	1	0	1	2	1	0	1	0	3	8	5	0	8	0	0	0	0	0	0	0	17
104	6	4	4	3	1	1	0	1	2	0	1	1	0	3	8	0	6	8	0	0	0	0	0	0	0	18
105	5	5	4	3	1	1	0	1	1	2	0	1	0	3	4	10	0	10	0	0	0	0	0	0	0	18
106	6	5	4	3	1	1	0	1	1	1	1	1	0	3	4	5	6	0	0	0	0	0	25	0	0	19
107	6	6	4	3	1	1	0	1	1	0	2	1	0	3	4	0	12	12	0	0	0	0	0	0	0	20
108	5	5	5	3	1	1	0	1	0	3	0	1	0	3	0	15	0	10	0	15	0	0	0	0	0	19
109	6	5	5	3	1	1	0	1	0	2	1	1	0	3	0	10	6	10	0	0	0	0	0	0	0	20
110	6	6	5	3	1	1	0	1	0	1	2	1	0	3	0	5	12	12	0	0	0	0	0	0	0	21
111	6	6	6	3	1	1	0	1	0	0	3	1	0	3	0	0	18	12	0	18	0	0	0	0	0	22
112	4	4	4	4	1	1	0	0	4	0	0	1	0	0	16	0	0	8	0	12	16	0	0	0	0	17
113	5	4	4	4	1	1	0	0	3	1	0	1	0	0	12	5	0	8	0	12	0	0	0	0	0	18
114	6	4	4	4	1	1	0	0	3	0	1	1	0	0	12	0	6	8	0	12	0	0	0	0	0	19
115	5	5	4	4	1	1	0	0	2	2	0	1	0	0	8	10	0	10	18	0	0	0	0	0	0	19
116	6	5	4	4	1	1	0	0	2	1	1	1	0	0	8	5	6	8	0	0	0	0	0	0	0	20
117	6	6	4	4	1	1	0	0	2	0	2	1	0	0	8	0	12	12	20	0	0	0	0	0	0	21
118	5	5	5	4	1	1	0	0	1	3	0	1	0	0	4	15	0	10	0	15	0	0	0	0	0	20
119	6	5	5	4	1	1	0	0	1	2	1	1	0	0	4	10	6	10	0	0	0	0	0	0	0	21
120	6	6	5	4	1	1	0	0	1	1	2	1	0	0	4	5	12	12	0	0	0	0	0	0	0	22
121	6	6	6	4	1	1	0	0	1	0	3	1	0	0	4	0	18	12	0	18	0	0	0	0	0	23
122	5	5	5	5	1	1	0	0	0	4	0	1	0	0	0	20	0	10	0	15	20	0	0	0	0	21
123	6	5	5	5	1	1	0	0	0	3	1	1	0	0	0	15	6	10	0	15	0	0	0	0	0	22
124	6	6	5	5	1	1	0	0	0	2	2	1	0	0	0	10	12	12	22	0	0	0	0	0	0	23
125	6	6	6	5	1	1	0	0	0	1	3	1	0	0	0	5	18	12	0	18	0	0	0	0	0	24
126	6	6	6	6	1	1	0	0	0	0	4	1	0	0	0	0	24	12	0	18	24	0	0	0	0	25
127	2	2	2	2	2	0	5	0	0	0	0	0	10	0	0	0	0	4	0	6	8	0	0	0	50	10
128	3	2	2	2	2	0	4	1	0	0	0	0	8	3	0	0	0	4	0	6	8	0	0	0	0	11
129	4	2	2	2	2	0	4	0	1	0	0	0	8	0	4	0	0	4	0	6	8	0	0	0	0	12
130	5	2	2	2	2	0	4	0	0	1	0	0	8	0	0	5	0	4	0	6	8	0	0	0	0	13
131	6	2	2	2	2	0	4	0	0	0	1	0	8	0	0	0	6	4	0	6	8	0	0	0	0	14
132	3	3	2	2	2	0	3	2	0	0	0	0	6	6	0	0	0	6	10	6	0	30	0	0	0	12
133	4	3	2	2	2	0	3	1	1	0	0	0	6	3	4	0	0	4	0	6	0	0	0	0	0	13
134	5	3	2	2	2	0	3	1	0	1	0	0	6	3	0	5	0	4	0	6	0	0	0	0	0	14
135	6	3	2	2	2	0	3	1	0	0	1	0	6	3	0	0	6	4	0	6	0	0	0	0	0	15
136	4	4	2	2	2	0	3	0	2	0	0	0	6	0	8	0	0	8	12	6	0	30	0	0	0	14
137	5	4	2	2	2	0	3	0	1	1	0	0	6	0	4	5	0	4	0	6	0	0	0	0	0	15
138	6	4	2	2	2	0	3	0	1	0	1	0	6	0	4	0	6	4	0	6	0	0	0	0	0	16
139	5	5	2	2	2	0	3	0	0	2	0	0	6	0	0	10	0	10	14	6	0	30	0	0	0	16
140	6	5	2	2	2	0	3	0	0	1	1	0	6	0	0	5	6	4	0	6	0	0	0	0	0	17
141	6	6	2	2	2	0	3	0	0	0	2	0	6	0	0	0	12	12	16	6	0	30	0	0	0	18
142	3	3	3	2	2	0	2	3	0	0	0	0	4	9	0	0	0	6	10	9	0	30	0	0	0	13
143	4	3	3	2	2	0	2	2	1	0	0	0	4	6	4	0	0	6	10	0	0	0	0	0	0	14
144	5	3	3	2	2	0	2	2	0	1	0	0	4	6	0	5	0	6	10	0	0	0	0	0	0	15
145	6	3	3	2	2	0	2	2	0	0	1	0	4	6	0	0	6	6	10	0	0	0	0	0	0	16
146	4	4	3	2	2	0	2	1	2	0	0	0	4	3	8	0	0	8	12	0	0	0	0	0	0	15
147	5	4	3	2	2	0	2	1	1	1	0	0	4	3	4	5	0	4	0	0	0	0	25	0	0	16
148	6	4	3	2	2	0	2	1	1	0	1	0	4	3	4	0	6	4	0	0	0	0	0	0	0	17
149	5	5	3	2	2	0	2	1	0	2	0	0	4	3	0	10	0	10	14	0	0	0	0	0	0	17
